Date-Time,Value,Unit,Commodity
1/1/06,124.1986364,Cents per Pound,Coffee
12/1/05,105.9245455,Cents per Pound,Coffee
11/1/05,107.7422727,Cents per Pound,Coffee
10/1/05,105.0990476,Cents per Pound,Coffee
9/1/05,99.49090909,Cents per Pound,Coffee
8/1/05,108.203913,Cents per Pound,Coffee
7/1/05,109.9285714,Cents per Pound,Coffee
6/1/05,121.1559091,Cents per Pound,Coffee
5/1/05,128.3977273,Cents per Pound,Coffee
4/1/05,129.5295238,Cents per Pound,Coffee
3/1/05,134.7778261,Cents per Pound,Coffee
2/1/05,120.8325,Cents per Pound,Coffee
1/1/05,107.1642857,Cents per Pound,Coffee
12/1/04,104.3882609,Cents per Pound,Coffee
11/1/04,90.26772727,Cents per Pound,Coffee
10/1/04,80.55095238,Cents per Pound,Coffee
9/1/04,80.46590909,Cents per Pound,Coffee
8/1/04,73.60818182,Cents per Pound,Coffee
7/1/04,74.96772727,Cents per Pound,Coffee
6/1/04,82.21454545,Cents per Pound,Coffee
5/1/04,77.44,Cents per Pound,Coffee
4/1/04,75.53772727,Cents per Pound,Coffee
3/1/04,78.05913043,Cents per Pound,Coffee
2/1/04,76.2255,Cents per Pound,Coffee
1/1/04,72.02863636,Cents per Pound,Coffee
12/1/03,64.88434783,Cents per Pound,Coffee
11/1/03,62.2775,Cents per Pound,Coffee
10/1/03,64.28347826,Cents per Pound,Coffee
9/1/03,66.41045455,Cents per Pound,Coffee
8/1/03,63.89142857,Cents per Pound,Coffee
7/1/03,62.95130435,Cents per Pound,Coffee
6/1/03,61.04666667,Cents per Pound,Coffee
5/1/03,66.09681818,Cents per Pound,Coffee
4/1/03,64.69227273,Cents per Pound,Coffee
3/1/03,61.74809524,Cents per Pound,Coffee
2/1/03,66.4085,Cents per Pound,Coffee
1/1/03,65.38347826,Cents per Pound,Coffee
12/1/02,63.65590909,Cents per Pound,Coffee
11/1/02,69.86809524,Cents per Pound,Coffee
10/1/02,65.73086957,Cents per Pound,Coffee
9/1/02,60.66619048,Cents per Pound,Coffee
8/1/02,54.36409091,Cents per Pound,Coffee
7/1/02,56.4773913,Cents per Pound,Coffee
6/1/02,58.5555,Cents per Pound,Coffee
5/1/02,61.46043478,Cents per Pound,Coffee
4/1/02,65.33681818,Cents per Pound,Coffee
3/1/02,64.07047619,Cents per Pound,Coffee
2/1/02,59.116,Cents per Pound,Coffee
1/1/02,58.24304348,Cents per Pound,Coffee
12/1/01,56.5852381,Cents per Pound,Coffee
11/1/01,58.84772727,Cents per Pound,Coffee
10/1/01,56.36782609,Cents per Pound,Coffee
9/1/01,58.267,Cents per Pound,Coffee
8/1/01,59.33130435,Cents per Pound,Coffee
7/1/01,58.94136364,Cents per Pound,Coffee
6/1/01,63.84619048,Cents per Pound,Coffee
5/1/01,69.63130435,Cents per Pound,Coffee
4/1/01,65.99761905,Cents per Pound,Coffee
3/1/01,66.66590909,Cents per Pound,Coffee
2/1/01,67.2755,Cents per Pound,Coffee
1/1/01,65.6526087,Cents per Pound,Coffee
12/1/00,65.90333333,Cents per Pound,Coffee
11/1/00,71.39045455,Cents per Pound,Coffee
10/1/00,76.76454545,Cents per Pound,Coffee
9/1/00,75.8352381,Cents per Pound,Coffee
8/1/00,79.30391304,Cents per Pound,Coffee
7/1/00,87.65619048,Cents per Pound,Coffee
6/1/00,86.89409091,Cents per Pound,Coffee
5/1/00,91.50608696,Cents per Pound,Coffee
4/1/00,94.65,Cents per Pound,Coffee
3/1/00,100.6526087,Cents per Pound,Coffee
2/1/00,104.0414286,Cents per Pound,Coffee
1/1/00,111.8514286,Cents per Pound,Coffee
12/1/99,123.1652174,Cents per Pound,Coffee
11/1/99,112.4509091,Cents per Pound,Coffee
10/1/99,92.75904762,Cents per Pound,Coffee
9/1/99,84.52409091,Cents per Pound,Coffee
8/1/99,91.49954545,Cents per Pound,Coffee
7/1/99,95.79181818,Cents per Pound,Coffee
6/1/99,108.1172727,Cents per Pound,Coffee
5/1/99,111.3547619,Cents per Pound,Coffee
4/1/99,102.8286364,Cents per Pound,Coffee
3/1/99,105.1321739,Cents per Pound,Coffee
2/1/99,104.762,Cents per Pound,Coffee
1/1/99,114.227619,Cents per Pound,Coffee
12/1/98,117.056087,Cents per Pound,Coffee
11/1/98,116.1219048,Cents per Pound,Coffee
10/1/98,109.3872727,Cents per Pound,Coffee
9/1/98,112.9440909,Cents per Pound,Coffee
8/1/98,123.6471429,Cents per Pound,Coffee
7/1/98,116.9413043,Cents per Pound,Coffee
6/1/98,126.6631818,Cents per Pound,Coffee
5/1/98,138.937619,Cents per Pound,Coffee
4/1/98,150.255,Cents per Pound,Coffee
3/1/98,158.39,Cents per Pound,Coffee
2/1/98,178.374,Cents per Pound,Coffee
1/1/98,176.9136364,Cents per Pound,Coffee
12/1/97,176.7795652,Cents per Pound,Coffee
11/1/97,160.3115,Cents per Pound,Coffee
10/1/97,169.1491304,Cents per Pound,Coffee
9/1/97,190.8645455,Cents per Pound,Coffee
8/1/97,191.0990476,Cents per Pound,Coffee
7/1/97,190.1582609,Cents per Pound,Coffee
6/1/97,226.7609524,Cents per Pound,Coffee
5/1/97,265.6059091,Cents per Pound,Coffee
4/1/97,205.4409091,Cents per Pound,Coffee
3/1/97,193.4080952,Cents per Pound,Coffee
2/1/97,166.3255,Cents per Pound,Coffee
1/1/97,131.233913,Cents per Pound,Coffee
12/1/96,116.8936364,Cents per Pound,Coffee
11/1/96,123.9138095,Cents per Pound,Coffee
10/1/96,123.7769565,Cents per Pound,Coffee
9/1/96,119.812381,Cents per Pound,Coffee
8/1/96,125.5077273,Cents per Pound,Coffee
7/1/96,123.7008696,Cents per Pound,Coffee
6/1/96,125.03,Cents per Pound,Coffee
5/1/96,129.5956522,Cents per Pound,Coffee
4/1/96,121.8831818,Cents per Pound,Coffee
3/1/96,120.807619,Cents per Pound,Coffee
2/1/96,124.7804762,Cents per Pound,Coffee
1/1/96,107.9617391,Cents per Pound,Coffee
12/1/95,106.3680952,Cents per Pound,Coffee
11/1/95,125.2604545,Cents per Pound,Coffee
10/1/95,127.0859091,Cents per Pound,Coffee
9/1/95,137.1380952,Cents per Pound,Coffee
8/1/95,150.9917391,Cents per Pound,Coffee
7/1/95,140.2966667,Cents per Pound,Coffee
6/1/95,158.6031818,Cents per Pound,Coffee
5/1/95,173.2456522,Cents per Pound,Coffee
4/1/95,173.237,Cents per Pound,Coffee
3/1/95,179.2108696,Cents per Pound,Coffee
2/1/95,167.475,Cents per Pound,Coffee
1/1/95,171.0881818,Cents per Pound,Coffee
12/1/94,162.265,Cents per Pound,Coffee
11/1/94,188.1163636,Cents per Pound,Coffee
10/1/94,207.3138095,Cents per Pound,Coffee
9/1/94,218.6804545,Cents per Pound,Coffee
8/1/94,199.1395652,Cents per Pound,Coffee
7/1/94,201.41,Cents per Pound,Coffee
6/1/94,133.3613636,Cents per Pound,Coffee
5/1/94,117.1663636,Cents per Pound,Coffee
4/1/94,90.93761905,Cents per Pound,Coffee
3/1/94,87.01478261,Cents per Pound,Coffee
2/1/94,83.2,Cents per Pound,Coffee
1/1/94,79.58238095,Cents per Pound,Coffee
12/1/93,82.5526087,Cents per Pound,Coffee
11/1/93,79.23863636,Cents per Pound,Coffee
10/1/93,76.64333333,Cents per Pound,Coffee
9/1/93,81.12181818,Cents per Pound,Coffee
8/1/93,76.18727273,Cents per Pound,Coffee
7/1/93,70.47909091,Cents per Pound,Coffee
6/1/93,63.19045455,Cents per Pound,Coffee
5/1/93,61.65904762,Cents per Pound,Coffee
4/1/93,58.41454545,Cents per Pound,Coffee
3/1/93,64.68130435,Cents per Pound,Coffee
2/1/93,67.4365,Cents per Pound,Coffee
1/1/93,71.81904762,Cents per Pound,Coffee
12/1/92,75.13913043,Cents per Pound,Coffee
11/1/92,52.51285714,Cents per Pound,Coffee
10/1/92,50.83,Cents per Pound,Coffee
9/1/92,51.67318182,Cents per Pound,Coffee
8/1/92,53.35380952,Cents per Pound,Coffee
7/1/92,58.34913043,Cents per Pound,Coffee
6/1/92,59.44818182,Cents per Pound,Coffee
5/1/92,60.79666667,Cents per Pound,Coffee
4/1/92,66.52227273,Cents per Pound,Coffee
3/1/92,69.89363636,Cents per Pound,Coffee
2/1/92,69.298,Cents per Pound,Coffee
1/1/92,73.03181818,Cents per Pound,Coffee
12/1/91,75.09667969,Cents per Pound,Coffee
11/1/91,78.51779175,Cents per Pound,Coffee
10/1/91,79.86181641,Cents per Pound,Coffee
9/1/91,87.45098877,Cents per Pound,Coffee
8/1/91,81.61880493,Cents per Pound,Coffee
7/1/91,82.80825806,Cents per Pound,Coffee
6/1/91,85.5,Cents per Pound,Coffee
5/1/91,87.58999634,Cents per Pound,Coffee
4/1/91,92.26998901,Cents per Pound,Coffee
3/1/91,93.72000122,Cents per Pound,Coffee
2/1/91,89.57000732,Cents per Pound,Coffee
1/1/91,86.32000732,Cents per Pound,Coffee
12/1/90,89.89001465,Cents per Pound,Coffee
11/1/90,84.83999634,Cents per Pound,Coffee
10/1/90,91.41000366,Cents per Pound,Coffee
9/1/90,94.92001343,Cents per Pound,Coffee
8/1/90,94.42001343,Cents per Pound,Coffee
7/1/90,86.48001099,Cents per Pound,Coffee
6/1/90,88.26000977,Cents per Pound,Coffee
5/1/90,92.01998901,Cents per Pound,Coffee
4/1/90,93.73001099,Cents per Pound,Coffee
3/1/90,93.95999146,Cents per Pound,Coffee
2/1/90,84.01000977,Cents per Pound,Coffee
1/1/90,75.82998657,Cents per Pound,Coffee
1/1/24,198.7579285,Dollar per Metric Ton,Corn
12/1/23,207.3979689,Dollar per Metric Ton,Corn
11/1/23,209.0402968,Dollar per Metric Ton,Corn
10/1/23,221.9025188,Dollar per Metric Ton,Corn
9/1/23,223.8476664,Dollar per Metric Ton,Corn
8/1/23,207.6758887,Dollar per Metric Ton,Corn
7/1/23,235.2719473,Dollar per Metric Ton,Corn
6/1/23,266.9352396,Dollar per Metric Ton,Corn
5/1/23,268.1725264,Dollar per Metric Ton,Corn
4/1/23,291.1797449,Dollar per Metric Ton,Corn
3/1/23,284.957405,Dollar per Metric Ton,Corn
2/1/23,298.2453034,Dollar per Metric Ton,Corn
1/1/23,302.8399884,Dollar per Metric Ton,Corn
12/1/22,302.2354051,Dollar per Metric Ton,Corn
11/1/22,320.9296829,Dollar per Metric Ton,Corn
10/1/22,343.5532833,Dollar per Metric Ton,Corn
9/1/22,312.5461279,Dollar per Metric Ton,Corn
8/1/22,293.9307903,Dollar per Metric Ton,Corn
7/1/22,312.682042,Dollar per Metric Ton,Corn
6/1/22,335.717134,Dollar per Metric Ton,Corn
5/1/22,344.9092996,Dollar per Metric Ton,Corn
4/1/22,348.507117,Dollar per Metric Ton,Corn
3/1/22,335.9306842,Dollar per Metric Ton,Corn
2/1/22,292.671593,Dollar per Metric Ton,Corn
1/1/22,276.7191782,Dollar per Metric Ton,Corn
12/1/21,264.5731468,Dollar per Metric Ton,Corn
11/1/21,248.7677461,Dollar per Metric Ton,Corn
10/1/21,239.6024509,Dollar per Metric Ton,Corn
9/1/21,235.8156036,Dollar per Metric Ton,Corn
8/1/21,257.0207554,Dollar per Metric Ton,Corn
7/1/21,278.4457556,Dollar per Metric Ton,Corn
6/1/21,292.5237268,Dollar per Metric Ton,Corn
5/1/21,304.2975497,Dollar per Metric Ton,Corn
4/1/21,268.6224488,Dollar per Metric Ton,Corn
3/1/21,245.7603568,Dollar per Metric Ton,Corn
2/1/21,245.5540566,Dollar per Metric Ton,Corn
1/1/21,231.7544615,Dollar per Metric Ton,Corn
12/1/20,199.1844175,Dollar per Metric Ton,Corn
11/1/20,190.6250376,Dollar per Metric Ton,Corn
10/1/20,186.7663875,Dollar per Metric Ton,Corn
9/1/20,166.6025335,Dollar per Metric Ton,Corn
8/1/20,149.3929998,Dollar per Metric Ton,Corn
7/1/20,152.5876196,Dollar per Metric Ton,Corn
6/1/20,148.0423804,Dollar per Metric Ton,Corn
5/1/20,143.9892438,Dollar per Metric Ton,Corn
4/1/20,147.0121602,Dollar per Metric Ton,Corn
3/1/20,162.1791482,Dollar per Metric Ton,Corn
2/1/20,168.7445985,Dollar per Metric Ton,Corn
1/1/20,171.8141352,Dollar per Metric Ton,Corn
12/1/19,167.0590173,Dollar per Metric Ton,Corn
11/1/19,166.3617855,Dollar per Metric Ton,Corn
10/1/19,167.2977941,Dollar per Metric Ton,Corn
9/1/19,157.3744366,Dollar per Metric Ton,Corn
8/1/19,163.6286143,Dollar per Metric Ton,Corn
7/1/19,189.4863732,Dollar per Metric Ton,Corn
6/1/19,195.1679223,Dollar per Metric Ton,Corn
5/1/19,171.1801536,Dollar per Metric Ton,Corn
4/1/19,161.6533866,Dollar per Metric Ton,Corn
3/1/19,166.321332,Dollar per Metric Ton,Corn
2/1/19,169.6562835,Dollar per Metric Ton,Corn
1/1/19,166.8462415,Dollar per Metric Ton,Corn
12/1/18,167.4898806,Dollar per Metric Ton,Corn
11/1/18,160.8782077,Dollar per Metric Ton,Corn
10/1/18,160.3655651,Dollar per Metric Ton,Corn
9/1/18,154.9450034,Dollar per Metric Ton,Corn
8/1/18,162.5222585,Dollar per Metric Ton,Corn
7/1/18,156.5542655,Dollar per Metric Ton,Corn
6/1/18,165.1402855,Dollar per Metric Ton,Corn
5/1/18,179.1790589,Dollar per Metric Ton,Corn
4/1/18,175.6009825,Dollar per Metric Ton,Corn
3/1/18,172.07659,Dollar per Metric Ton,Corn
2/1/18,163.4609697,Dollar per Metric Ton,Corn
1/1/18,155.9168753,Dollar per Metric Ton,Corn
12/1/17,149.0874275,Dollar per Metric Ton,Corn
11/1/17,148.7921659,Dollar per Metric Ton,Corn
10/1/17,148.7223768,Dollar per Metric Ton,Corn
9/1/17,147.3158579,Dollar per Metric Ton,Corn
8/1/17,148.5434304,Dollar per Metric Ton,Corn
7/1/17,157.6106459,Dollar per Metric Ton,Corn
6/1/17,157.9739071,Dollar per Metric Ton,Corn
5/1/17,158.6002196,Dollar per Metric Ton,Corn
4/1/17,156.5404521,Dollar per Metric Ton,Corn
3/1/17,158.9791193,Dollar per Metric Ton,Corn
2/1/17,162.9625359,Dollar per Metric Ton,Corn
1/1/17,160.012107,Dollar per Metric Ton,Corn
12/1/16,152.7299247,Dollar per Metric Ton,Corn
11/1/16,151.3314157,Dollar per Metric Ton,Corn
10/1/16,152.617444,Dollar per Metric Ton,Corn
9/1/16,148.5119017,Dollar per Metric Ton,Corn
8/1/16,150.2154124,Dollar per Metric Ton,Corn
7/1/16,161.8230448,Dollar per Metric Ton,Corn
6/1/16,179.9127393,Dollar per Metric Ton,Corn
5/1/16,169.0021199,Dollar per Metric Ton,Corn
4/1/16,164.4654019,Dollar per Metric Ton,Corn
3/1/16,159.2265321,Dollar per Metric Ton,Corn
2/1/16,159.7168454,Dollar per Metric Ton,Corn
1/1/16,161.0988769,Dollar per Metric Ton,Corn
12/1/15,164.0044018,Dollar per Metric Ton,Corn
11/1/15,166.0924241,Dollar per Metric Ton,Corn
10/1/15,171.4485732,Dollar per Metric Ton,Corn
9/1/15,166.077624,Dollar per Metric Ton,Corn
8/1/15,162.7406991,Dollar per Metric Ton,Corn
7/1/15,179.6085304,Dollar per Metric Ton,Corn
6/1/15,166.8138607,Dollar per Metric Ton,Corn
5/1/15,166.3503895,Dollar per Metric Ton,Corn
4/1/15,172.151577,Dollar per Metric Ton,Corn
3/1/15,174.2938214,Dollar per Metric Ton,Corn
2/1/15,173.7588658,Dollar per Metric Ton,Corn
1/1/15,174.7948714,Dollar per Metric Ton,Corn
12/1/14,178.7129461,Dollar per Metric Ton,Corn
11/1/14,178.7085351,Dollar per Metric Ton,Corn
10/1/14,163.3780893,Dollar per Metric Ton,Corn
9/1/14,163.1343813,Dollar per Metric Ton,Corn
8/1/14,176.4820806,Dollar per Metric Ton,Corn
7/1/14,182.2945163,Dollar per Metric Ton,Corn
6/1/14,202.633823,Dollar per Metric Ton,Corn
5/1/14,216.975101,Dollar per Metric Ton,Corn
4/1/14,222.4304107,Dollar per Metric Ton,Corn
3/1/14,222.3929172,Dollar per Metric Ton,Corn
2/1/14,209.3560195,Dollar per Metric Ton,Corn
1/1/14,198.7719886,Dollar per Metric Ton,Corn
12/1/13,197.5534486,Dollar per Metric Ton,Corn
11/1/13,199.1824442,Dollar per Metric Ton,Corn
10/1/13,201.7799929,Dollar per Metric Ton,Corn
9/1/13,207.4901734,Dollar per Metric Ton,Corn
8/1/13,234.9387661,Dollar per Metric Ton,Corn
7/1/13,279.0132714,Dollar per Metric Ton,Corn
6/1/13,297.1119132,Dollar per Metric Ton,Corn
5/1/13,295.368975,Dollar per Metric Ton,Corn
4/1/13,279.7648464,Dollar per Metric Ton,Corn
3/1/13,309.5792051,Dollar per Metric Ton,Corn
2/1/13,302.6103405,Dollar per Metric Ton,Corn
1/1/13,303.3602112,Dollar per Metric Ton,Corn
12/1/12,308.7504006,Dollar per Metric Ton,Corn
11/1/12,321.5968705,Dollar per Metric Ton,Corn
10/1/12,321.3824173,Dollar per Metric Ton,Corn
9/1/12,320.7059056,Dollar per Metric Ton,Corn
8/1/12,332.2334953,Dollar per Metric Ton,Corn
